,sofifa_id,short_name,player_positions,value_eur,league_level,wage_eur,height_cm,weight_kg,club_name,nationality_name,real_face,shooting,passing,dribbling,defending,attacking,skill,movement,power,defending,mentality
13271,262100,R. Balker,CBRB,1000000,1,2000,193,85,FC Groningen,Netherlands,No,30,48,40,63.33333333,44.2,37,56,56,63.33333333,46
13273,262113,N. Zalewski,CAM,1100000,1,5000,175,75,Roma,Poland,No,57,61,70,45,56,63.8,63.2,54,45,53.5
13275,262160,W. Faye,CBRB,500000,1,3000,180,74,Seraing,Senegal,No,23,42,58,62.66666667,39.8,40.8,63.2,50,62.66666667,44.16666667
13277,262240,T. Galv?n,CAM,1200000,1,3000,172,65,River Plate,Argentina,No,59,60,68,35.66666667,55.6,61.8,73.4,53,35.66666667,53
13278,262260,Mini,CM,1100000,1,8000,174,69,Atl?tico de Madrid,Spain,No,51,64,62,63.33333333,55.2,56.4,67.8,53.2,63.33333333,59
13279,262337,J. van der Sluijs,LWCAM,1000000,1,2000,180,68,N.E.C. Nijmegen,Netherlands,No,51,55,65,23,51.6,48.4,72.8,49.2,23,46
13280,262338,T. Beekman,CAMST,1100000,1,2000,179,70,N.E.C. Nijmegen,Netherlands,No,57,59,64,35.33333333,55,55.8,66,58.6,35.33333333,52.5
13281,262340,M. Tol,CB,900000,1,2000,188,80,SC Cambuur,Netherlands,No,26,45,42,64,40,39.8,55.4,51.2,64,46.16666667
13284,262387,M. Moreira,LBLMCDM,475000,1,2000,173,68,SK Austria Klagenfurt,Uruguay,No,40,57,60,58.33333333,46.4,53,73.2,61.8,58.33333333,50
13287,262433,Marcelo Machado,CDMCB,925000,1,1000,184,77,FC Vizela,Brazil,No,39,57,57,62.66666667,49.6,53,56,53.2,62.66666667,50
13288,262439,Fernando Castro,GK,625000,1,1000,195,92,FC Arouca,Brazil,No,,,,10.66666667,10.6,14.6,33.4,36.6,10.66666667,18
13298,262607,K. Karata?,ST,1200000,1,1000,182,74,Altay SK,Turkey,No,62,49,65,17,52.2,55.2,67.6,62.8,17,44.5
13299,262618,H. Tut,LBLM,425000,1,3000,171,71,GZT Giresunspor,Turkey,No,37,51,62,64.66666667,45.8,53.8,64,52.2,64.66666667,50.66666667
13301,262663,K. Ezekwem,CBLB,1100000,1,4000,188,79,Sport-Club Freiburg,Germany,No,27,52,56,63.33333333,44.2,55,51.8,53.2,63.33333333,43.16666667
13302,262672,N. Wei?haupt,LMRM,1100000,1,3000,180,72,Sport-Club Freiburg,Germany,No,57,62,66,32.33333333,55.4,62,63.8,50.4,32.33333333,49.33333333
13303,262685,Le?ndro,RMLM,375000,1,1000,175,74,Radomiak Radom,Brazil,No,62,59,65,29.33333333,55,60,66.4,54.6,29.33333333,50.83333333
13311,262790,M. Deijl,RB,700000,1,2000,181,71,Go Ahead Eagles,Netherlands,No,40,52,62,67,46.6,50.4,62.4,52.2,67,51.66666667
13315,262971,N. Tekija?ki,CB,650000,1,2000,186,78,Bruk-Bet Termalica Nieciecza,Serbia,No,31,48,50,61.66666667,43.4,45.2,67.6,56.4,61.66666667,49.83333333
13322,263183,Jo?o Miguel,CB,475000,1,2000,190,78,Campionii FC Arges,Portugal,No,38,47,51,62.66666667,45.4,40.4,60.2,59,62.66666667,54.83333333
13323,263194,I. Gharbi,LWCAM,1200000,1,3000,167,58,Paris Saint-Germain,France,No,55,60,71,40,51,63,73.4,47.6,40,56.66666667
13324,263204,M. Mansilla,GK,525000,1,2000,188,80,Patronato,Argentina,No,,,,10,11.8,16.2,32.8,37.6,10,19
13325,263209,Alberto Toril,ST,700000,1,2000,189,77,Piast Gliwice,Spain,No,65,48,62,17,53.2,47.4,63,62.8,17,50.33333333
13326,263239,Renato J?nior,ST,1100000,1,1000,190,83,Portimonense SC,Brazil,No,62,46,63,21.66666667,55,48.6,61.4,62,21.66666667,54
13327,263281,J. Bongard,CB,1200000,1,3000,196,84,Borussia M?nchengladbach,Germany,No,35,49,49,63.66666667,47.4,44,46.6,54.4,63.66666667,46.33333333
13331,263370,V. Barco,LB,1300000,1,500,172,68,Boca Juniors,Argentina,No,32,54,64,60.33333333,46.6,54.2,64.6,46.8,60.33333333,49
13333,263452,T. Gemiciba?i,CDMCM,575000,1,2000,180,70,SK Austria Klagenfurt,Turkey,No,56,57,59,58,52.8,59.2,62.4,65.4,58,57.33333333
13334,263475,F. Russo,RM,1100000,1,2000,175,70,Platense,Argentina,No,56,58,64,30,55.6,55.4,66.2,52.4,30,46.16666667
13335,263504,B. Leyes,CMCDM,1000000,1,1000,173,76,Godoy Cruz,Argentina,No,52,57,65,54.33333333,49.4,54.2,71.4,62.6,54.33333333,56.5
13337,263556,Rodrigo Guth,CB,975000,1,6000,191,79,N.E.C. Nijmegen,Brazil,No,33,41,45,63.66666667,41.2,37,60,56.8,63.66666667,48.66666667
13339,263573,A. Al-Dakhil,CB,1100000,1,2000,187,70,Standard de Li?ge,Belgium,No,27,48,54,58.33333333,39.6,44.8,58.4,53.8,58.33333333,50.66666667
13340,263630,J. Castillo,RB,1100000,1,2000,179,66,Pachuca,Mexico,No,34,51,55,61,47,44.4,65.2,49.2,61,51.83333333
13341,263643,Rafa Santos,CMCAM,950000,1,1000,187,81,Belenenses SAD,Portugal,No,45,60,65,56.33333333,54.2,58,63.4,59.4,56.33333333,55.16666667
13342,263659,Herculano,ST,1200000,1,500,182,81,Vit?ria de Guimar?es,Portugal,No,63,52,60,25.33333333,54.8,57.4,68.2,66.2,25.33333333,43.83333333
13344,263680,K. Yanagisawa,RBLBRM,575000,1,2000,180,72,Gamba Osaka,Japan,No,32,55,56,61.66666667,45,48,65.4,54.2,61.66666667,49.66666667
13346,263880,Agirrezabala,GK,1000000,1,2000,187,80,Athletic Club de Bilbao,Spain,No,,,,11.66666667,13.4,17.8,32.4,36.8,11.66666667,17.5
13349,264081,Pablo G?lvez,STCAM,1100000,1,3000,185,78,RCD Mallorca,Spain,No,63,46,64,14,54.2,50.6,62.4,64,14,46.83333333
13350,264103,Torrente,CBCDM,1200000,1,2000,193,79,Granada CF,Spain,No,31,49,42,63.66666667,43.2,36.8,50.6,55.6,63.66666667,46.33333333
13351,264110,Llabr?s,LMLWRW,1200000,1,3000,172,71,RCD Mallorca,Spain,No,57,55,66,31.33333333,52.2,55.4,75,55.8,31.33333333,48
13353,264159,Iker Benito,RM,1100000,1,2000,176,71,CA Osasuna,Spain,No,57,57,66,35,53.4,55.8,69.6,56.2,35,51.5
13354,264170,Luis L?pez,GK,1000000,1,11000,190,76,Real Madrid CF,Spain,No,,,,10,10.2,13,34.8,34.8,10,19.5
13357,264289,Geovani,RWLW,1200000,1,2000,181,75,Futebol Clube de Famalic?o,Brazil,No,62,61,65,24.66666667,58.8,62,65.8,54,24.66666667,50.16666667
13358,264291,Andr? Ricardo,CAM,1100000,1,2000,178,72,Futebol Clube de Famalic?o,Portugal,No,48,65,62,29.66666667,50.6,60,63.6,51.2,29.66666667,55.5
13359,264307,Liberal,ST,1100000,1,1000,181,73,Gil Vicente FC,Portugal,No,66,47,62,16.33333333,54.8,48.8,66.2,58.4,16.33333333,48.33333333
13360,264313,T. Schumacher,LBLMCB,675000,1,2000,177,66,SK Austria Klagenfurt,Germany,No,47,53,58,60.33333333,47.2,46.4,69.2,58,60.33333333,50.66666667
13362,264381,C?ssinho,CAM,475000,1,850,177,75,Mumbai City FC,Brazil,No,60,62,64,31.66666667,58.8,63.8,76.2,60,31.66666667,54.83333333
13363,264419,Dominic Vin?cius,ST,625000,1,3000,194,87,Vejle Boldklub,Brazil,No,63,47,61,16.66666667,55.8,52.2,53.2,61.6,16.66666667,54.16666667
13367,264451,E. Vergani,ST,1100000,1,7000,186,77,US Salernitana 1919,Italy,No,69,51,66,16.33333333,57.2,56,58,60.4,16.33333333,47.33333333
13368,264463,Alisson Safira,STLW,625000,1,2000,185,72,Belenenses SAD,Brazil,No,67,44,57,16.33333333,55.2,45,61.2,64.6,16.33333333,48.83333333
13369,264464,Tiago Matos,CDM,1000000,1,750,178,72,Radomiak Radom,Portugal,No,48,56,61,59.66666667,47.2,56.8,66.8,63,59.66666667,55
13376,155422,J. Szmatu?a,GK,45000,1,800,188,85,Piast Gliwice,Poland,No,,,,14.33333333,14,13,40,38,14.33333333,34
13379,165787,J. Ortiz,CMCDM,130000,1,2000,180,74,Arsenal de Sarand?,Argentina,No,56,62,60,58,55.2,60,64.8,66.6,58,64.33333333
13380,165880,Yang Sang Min,CBLB,70000,1,850,182,78,Suwon Samsung Bluewings,Korea Republic,No,51,61,60,61,51.2,60.2,57,63.4,61,58.5
13383,169415,E. Hern?ndez,GK,45000,1,1000,185,83,Club Necaxa,Mexico,No,,,,14.66666667,16.8,19.4,59.8,45.6,14.66666667,26.5
13393,173244,C. Taborda,GK,45000,1,1000,189,87,Club Atl?tico Central C?rdoba,Argentina,No,,,,19,16.4,19.6,50.8,40.4,19,33
13395,175598,Zhao Xuri,CMCDM,160000,1,2000,185,84,Dalian Professional Football Club,China,No,61,61,59,60.33333333,58,59.8,49.6,69.6,60.33333333,62.83333333
13399,179578,T. Midzierski,CB,70000,1,650,190,84,G?rnik ??czna,Poland,No,41,38,32,62,38.8,33,41.6,62.8,62,53.66666667
13400,179871,M. Viniegra,CM,240000,1,2000,180,79,Gallos Blancos de Quer?taro,Mexico,No,54,63,62,61.66666667,57.2,61.6,53,61.8,61.66666667,61
13401,181298,M. Almeb?ck,CB,190000,1,1000,184,83,?rebro SK,Sweden,No,30,42,42,61.33333333,41,34.8,62.6,60.8,61.33333333,44.33333333
13404,182474,Zhang Chong,GK,130000,1,2000,190,81,Dalian Professional Football Club,China,No,,,,23.33333333,12.2,17.2,52,34.4,23.33333333,26.16666667
13410,183549,E. Parish,GK,210000,1,1000,188,83,St. Johnstone FC,England,Yes,,,,16.66666667,15.8,17.6,42,38.6,16.66666667,21.66666667
13414,183993,E. Israelsson,CMCDM,325000,1,900,181,73,Kalmar FF,Sweden,No,59,59,60,54.33333333,58.2,55.6,60.4,75.2,54.33333333,61.66666667
13417,185038,M. Gliwa,GK,130000,1,650,188,76,PGE FKS Stal Mielec,Poland,No,,,,15.66666667,15,19.2,34.6,39,15.66666667,24
13421,186416,C. Hidalgo,ST,170000,1,500,184,74,Deportivo Pasto,Colombia,No,60,51,65,42,58.2,54.2,62.2,56.6,42,49.5
13423,187796,K. Dennis,ST,325000,1,2000,180,75,St. Mirren,England,No,63,51,60,30.66666667,54.6,54.2,68.2,68.8,30.66666667,60.66666667
13425,189013,M. Buchalik,GK,200000,1,1000,190,83,Wis?a Krak?w,Poland,No,,,,20,18.4,18.2,39.8,40.6,20,30.33333333
13426,189905,M. Budzi?ski,CMCFCDM,375000,1,900,184,79,PGE FKS Stal Mielec,Poland,No,60,60,62,56.33333333,58.6,59.4,61,64,56.33333333,60.16666667
13432,191684,Jung San,GK,200000,1,850,191,86,Incheon United FC,Korea Republic,No,,,,16,16.2,17.8,47.6,37.4,16,30.5
13433,191980,Yun Suk Young,CBLBLM,275000,1,2000,182,74,Gangwon FC,Korea Republic,Yes,52,57,62,58.66666667,56.4,57.6,67.2,65,58.66666667,61.5
13445,199860,?. Gikiewicz,ST,250000,1,600,189,82,Chennaiyin FC,Poland,No,61,51,60,35.66666667,55.6,52.6,58,65.2,35.66666667,57.66666667
13456,201353,J. Kempin,GK,325000,1,1000,185,78,D.C. United,United States,No,,,,11.66666667,18.2,18.8,46.8,45.2,11.66666667,25.16666667
13459,201932,Kim Dong Woo,CBLB,190000,1,1000,189,87,Suwon FC,Korea Republic,No,34,46,51,62.33333333,41,39.8,50.8,60.4,62.33333333,51.5
13460,201935,F. D'Onofrio,RBLB,350000,1,3000,180,70,Seraing,Belgium,No,34,54,58,60,47,45.4,64.2,54.6,60,46.5
13462,202079,D. Bla?evi?,GK,350000,1,950,190,88,Hammarby IF,Sweden,No,,,,10.66666667,15,19,44.6,44.6,10.66666667,19.33333333
13464,202660,R. Sj?stedt,CB,325000,1,850,184,75,Kalmar FF,Sweden,No,37,55,56,59,45.2,48.2,65.6,62,59,52.16666667
13467,202793,A. Berardi,GK,275000,1,4000,185,78,Hellas Verona,Italy,No,,,,15.66666667,16.6,19,48.2,44.6,15.66666667,31
13468,202801,Elton Monteiro,CB,375000,1,3000,192,82,FC Lausanne-Sport,Portugal,No,30,43,49,60.66666667,39.8,41.8,63.6,58.2,60.66666667,47
13469,202977,Lee Jong Sung,CMCB,400000,1,1000,187,75,Seongnam FC,Korea Republic,No,55,58,59,59.66666667,52,57.2,53,67.8,59.66666667,60
13476,204722,Choi Jong Hoan,RBRWB,210000,1,1000,177,72,Suwon FC,Korea Republic,No,47,59,61,55.66666667,49.6,59,63.8,63.6,55.66666667,58.33333333
13480,205267,I. Rodr?guez,GK,325000,1,1000,186,80,Puebla FC,Mexico,No,,,,12,18,18.4,62.8,45.6,12,24.16666667
13486,206521,Kim Hyun,ST,400000,1,1000,190,87,Incheon United FC,Korea Republic,No,60,52,58,19.33333333,56,52,54.4,66.4,19.33333333,57.16666667
13487,207584,M. Boman,ST,325000,1,1000,188,92,Halmstads BK,Sweden,No,61,48,57,30.66666667,56.8,45.4,53.2,64.6,30.66666667,60.66666667
13488,207741,M. Lieder,ST,325000,1,3000,188,85,Odense Boldklub,Netherlands,No,61,50,64,17,53.4,50.2,65.4,66.6,17,56.16666667
13489,207756,?lex Serrano,CAM,525000,1,1000,184,76,G?rnik ??czna,Spain,No,61,63,65,45.66666667,57,65.2,62,60.2,45.66666667,57
13491,207789,Chen Zhizhao,CMCAMLW,240000,1,3000,172,68,Guangzhou City,China,No,62,61,66,44.66666667,51.6,65.2,73.2,63.4,44.66666667,53
13494,208073,Ahn Young Kyu,CB,275000,1,1000,185,81,Seongnam FC,Korea Republic,No,27,38,52,61.66666667,37.2,39.2,60,56.2,61.66666667,46.16666667
13495,208457,A. Sarr,STLM,400000,1,2000,175,72,Gaz Metan Media?,Senegal,No,59,52,65,21.66666667,57.2,54.2,73.8,66,21.66666667,48.66666667
13496,208540,A. Schoenfeld,ST,325000,1,2000,193,86,Austin FC,United States,No,61,52,58,31.66666667,56.2,48.4,54.4,67,31.66666667,49.33333333
13500,209027,A. Al Kassar,GK,275000,1,2000,177,72,Al Faisaly,Saudi Arabia,No,,,,14.33333333,16.4,16.8,47.4,43.8,14.33333333,27.83333333
13501,209572,A. Al Owayshir,GK,275000,1,4000,186,71,Ettifaq FC,Saudi Arabia,No,,,,17.66666667,18.6,19,50.2,46.2,17.66666667,29.66666667
13506,210667,F. Vanzo,CMCAM,450000,1,1000,180,77,FC Academica Clinceni,Belgium,No,64,62,68,48.33333333,60.8,65.6,63.4,66.8,48.33333333,63
13507,210726,Jin Seong Wook,ST,475000,1,2000,183,78,Jeju United FC,Korea Republic,No,57,50,66,23.66666667,51.4,46,72.4,67,23.66666667,53
13508,210783,A. Al Sahabi,CBRB,130000,1,3000,181,68,Al Raed,Saudi Arabia,No,33,46,54,61.33333333,45.2,39.2,61.8,57.6,61.33333333,49.5
13509,210820,H. Zackrisson,CBLB,450000,1,750,189,93,Varbergs BoIS FC,Sweden,No,51,50,50,60,49.2,47.6,51.2,61,60,51.66666667
13519,211846,S. Amro,LB,300000,1,2000,175,72,Abha Club,Saudi Arabia,No,47,59,55,56.33333333,52.2,53.4,68.4,63.2,56.33333333,55
13520,211864,D. Dziwniel,LBLM,350000,1,950,178,72,G?rnik ??czna,Poland,No,44,56,63,59.33333333,46.2,52.8,67.2,61.6,59.33333333,55.83333333
13523,212038,A. Al Jadani,GK,300000,1,5000,180,67,Al Hilal,Saudi Arabia,No,,,,15,19.4,18.8,54.8,40.8,15,30.83333333
13526,212438,Kim Dae Gyeong,RMLMLB,400000,1,1000,179,69,Incheon United FC,Korea Republic,No,56,57,64,49,52.2,50,68.6,60,49,52.66666667
13527,212750,E. Hurtado,ST,400000,1,2000,178,83,Columbus Crew,United States,No,61,51,59,28.66666667,57.4,54.4,72.6,62.6,28.66666667,54
13528,212776,Lee Chang Yong,CBCDM,325000,1,1000,178,76,Seongnam FC,Korea Republic,No,33,51,56,59.66666667,42.6,43.2,60.8,61,59.66666667,49.5
13529,212812,K. Kinoshita,ST,525000,1,3000,190,85,Urawa Red Diamonds,Japan,No,61,49,62,19.33333333,55.2,50.4,61.6,65.4,19.33333333,53
13539,214099,M. Aaquist,CMLW,500000,1,2000,176,64,Viborg FF,Denmark,No,54,62,67,59.33333333,55.2,60.6,75,62.6,59.33333333,58.16666667
13541,214353,W. Cuesta,GK,375000,1,500,195,87,Club Deportes Tolima,Colombia,No,,,,15,16,19.4,41.6,43.8,15,23
13542,214783,M. Pardo,RB,210000,1,700,182,74,Club de Deportes Cobresal,Chile,No,36,51,46,60.66666667,44.4,45.6,58.6,62,60.66666667,42.33333333
13543,215338,K. Rend?n,CMRM,400000,1,500,182,74,Deportivo Pasto,Colombia,No,60,64,63,53,60.6,65.8,65.2,64,53,62.5
13544,215425,F. Sachpekidis,CFST,800000,1,850,180,76,Kalmar FF,Sweden,No,60,58,67,35.33333333,54.8,57.8,70.8,67.2,35.33333333,51.66666667
13546,216106,M. Van Damme,GK,375000,1,2000,182,80,KSV Cercle Brugge,Belgium,No,,,,14.66666667,18.4,20.8,50.2,41.8,14.66666667,21.66666667
13548,216833,J. Houwen,GK,425000,1,2000,188,73,Vitesse,Netherlands,No,,,,11,17.2,16.2,42.2,39,11,26.16666667
13549,217202,L. Rinaldi,ST,475000,1,3000,180,75,Club Atl?tico Aldosivi,Argentina,No,62,54,64,19.66666667,58.6,54.2,64.8,64.4,19.66666667,54.5
13553,219260,F. Dornebusch,GK,375000,1,2000,193,89,Fortuna Sittard,Germany,No,,,,19.66666667,18.4,17,43.6,42.4,19.66666667,23.83333333
13555,219782,Lei Tenglong,CB,325000,1,2000,183,70,Hebei FC,China,No,24,41,46,59.33333333,39,38.6,62.2,53.2,59.33333333,43.83333333
13558,220356,A. Al Dohaim,CBRB,425000,1,5000,182,75,Al Fateh,Saudi Arabia,No,41,45,48,61,46.2,41.4,62.2,61.6,61,52.33333333
13560,220787,A. Kojic,RWBRB,550000,1,700,185,75,Varbergs BoIS FC,Sweden,No,33,47,56,58.66666667,41.4,44.2,68.2,57,58.66666667,50.16666667
13563,221264,R. Al Ghamdi,ST,475000,1,4000,174,72,Al Raed,Saudi Arabia,No,61,56,63,35.66666667,58.2,53.2,66.4,65.2,35.66666667,51.83333333
13564,221332,G. Guerrieri,GK,425000,1,5000,184,78,US Salernitana 1919,Italy,No,,,,17,16.8,17.8,46.8,40.2,17,26.5
13565,221625,P. Mullins,ST,400000,1,2000,185,80,Toronto FC,United States,No,62,43,61,27,50.4,53.6,55.2,64.2,27,54.5
13566,221844,Shao Puliang,GK,210000,1,1000,187,83,Shijiazhuang Ever Bright F.C.,China,No,,,,23.33333333,20.2,22.6,46,34.4,23.33333333,27
13567,221852,Liu Yang,CB,325000,1,2000,188,79,Shijiazhuang Ever Bright F.C.,China,No,36,50,53,57.66666667,47,45,56,59.2,57.66666667,50.83333333
13568,222051,Kim Dae Jung,CBCF,375000,1,1000,188,85,Incheon United FC,Korea Republic,No,47,45,48,57.66666667,50.4,40.8,41.4,62.2,57.66666667,49
13570,222096,H. Lewis,GK,775000,1,6000,191,77,Southampton,England,Yes,,,,17.33333333,17.8,19.4,41.6,39.2,17.33333333,25.83333333
13571,222145,S. Ohlsson,CBCDM,400000,1,800,186,82,Degerfors IF,Sweden,No,54,62,61,59,56.4,59.8,58.6,66.4,59,58.33333333
13572,222172,Fan Yunlong,CMCDMLM,325000,1,3000,180,75,Guangzhou City,China,No,54,64,63,52.33333333,55,64.2,69.8,63.2,52.33333333,59
13573,222274,Shi Xiaotian,GK,210000,1,1000,190,79,Changchun Yatai FC,China,No,,,,15,17,18.2,42.4,33.8,15,23.83333333
13574,222282,Zhu Baojie,LMLWCM,325000,1,3000,170,68,Shanghai Shenhua FC,China,No,53,61,62,50.33333333,55.8,55.6,66.8,58.4,50.33333333,54.5
13575,222300,Wang Hao,CDMCM,375000,1,3000,185,81,Qingdao FC,China,No,43,49,54,58.66666667,50.6,45.4,60.8,58,58.66666667,56
13576,222351,Luo Jing,LMRMST,425000,1,2000,181,76,Shijiazhuang Ever Bright F.C.,China,No,60,59,62,63.33333333,59,59.8,65,62.8,63.33333333,60.83333333
13578,222618,Kim Sang Won,LBLM,350000,1,1000,176,69,Suwon FC,Korea Republic,No,52,58,62,58,52.8,52.8,75.4,59,58,56.16666667
13582,223174,O. Piri,GK,425000,1,2000,190,82,GZT Giresunspor,Turkey,No,,,,8.666666667,14,11,27.4,32.8,8.666666667,17.83333333
13583,223407,M. Al Furayj,GK,130000,1,3000,188,80,Al Fayha,Saudi Arabia,No,,,,16,18.4,18.4,46.4,45.2,16,27.66666667
13585,223777,P. Baranowski,CB,325000,1,900,190,85,G?rnik ??czna,Poland,No,32,36,35,62,40.6,30,56,56,62,42.5
13590,224466,Ba Dun,RWCFRM,475000,1,3000,181,72,Tianjin Jinmen Tiger FC,China,No,57,56,61,36.66666667,55.4,55.6,73.8,60.6,36.66666667,56.33333333
13591,224470,He Chao,CMCDM,500000,1,4000,178,77,Guangzhou FC,China,No,49,61,63,60.33333333,53.8,59.4,69.6,64.8,60.33333333,64.66666667
13593,224585,L. Lozoya,LB,350000,1,4000,170,69,Club Tijuana,Mexico,No,34,41,60,67,41.6,47.4,61.6,49.4,67,49.16666667
13594,224615,Zheng Dalun,RMLMRB,425000,1,2000,170,69,Shenzhen FC,China,No,56,55,65,48.66666667,54.4,55.4,73.6,65.2,48.66666667,50.83333333
13595,224677,Bi Jinhao,STCB,400000,1,3000,190,75,Shanghai Shenhua FC,China,No,60,56,57,57.33333333,60.2,54,58.8,66,57.33333333,59.16666667
13596,224691,Wang Jie,CBCDM,250000,1,2000,184,81,Changchun Yatai FC,China,No,44,41,51,61.33333333,41.2,43.8,49.2,64.8,61.33333333,44.33333333
13603,225485,Douglas Oliveira,STCF,500000,1,1000,188,88,Hokkaido Consadole Sapporo,Brazil,No,60,40,51,26.33333333,51.8,43,46,63.4,26.33333333,50.66666667
13608,225976,S. Mandash,RMLM,475000,1,4000,174,63,Al Fayha,Saudi Arabia,No,56,53,64,24.33333333,51.4,52.8,74,57.2,24.33333333,47.66666667
13609,226024,M. Romero,CMRMRB,525000,1,2000,179,72,Argentinos Juniors,Argentina,No,55,57,65,57.66666667,53.2,50.4,69.8,60.6,57.66666667,55.66666667
13610,226509,A. ?r?ndarson,CMRMLM,475000,1,3000,187,83,Odense Boldklub,Iceland,No,58,62,66,54.33333333,59.4,59.6,70.6,68,54.33333333,61.5
13615,226830,L. Paolucci,CMCAM,600000,1,3000,174,66,Royale Union Saint-Gilloise,Italy,No,60,62,65,55,53.6,61.2,66.6,61.2,55,62.16666667
13617,227632,Jeon Min Gwang,CB,400000,1,2000,187,73,Pohang Steelers,Korea Republic,No,51,57,54,59.66666667,52.2,48.8,61.6,71.4,59.66666667,54.83333333
13618,227791,Lee Tae Hee,RWBRBST,350000,1,1000,183,75,Seongnam FC,Korea Republic,No,40,54,58,60.66666667,47.2,46,67.6,56.4,60.66666667,53.5
13619,227869,W. Kurtovi?,CMCDMLM,575000,1,900,190,85,Sandefjord Fotball,Sweden,No,58,61,63,56,55.6,59.2,57.2,65.4,56,58.5
13620,227877,R. Pereira de Sa,CMLM,575000,1,4000,177,71,FC Nantes,France,No,55,62,68,51.66666667,59.4,60.2,68.8,54.4,51.66666667,60.66666667
13629,229135,M. Hauptmeijer,GK,500000,1,1000,190,70,PEC Zwolle,Netherlands,No,,,,13.66666667,15.6,17.6,41.2,39.2,13.66666667,25.5
13630,229163,C. Slattery,CDMCM,925000,1,1000,175,70,Motherwell,England,Yes,58,59,63,58.66666667,50.6,59.2,63,64.2,58.66666667,53.66666667
13632,229303,B. Colula,RB,550000,1,2000,176,74,Mazatl?n Futbol Club,Mexico,No,35,52,57,61.66666667,46.6,50.8,65.2,51.2,61.66666667,51
13636,229922,O. Al Khalaf,RB,600000,1,5000,176,73,Al Tai,Saudi Arabia,No,46,60,63,56,54,58.6,71.2,60.2,56,56.16666667
13637,230032,J. Amaluzor,RMLMRW,575000,1,1000,183,73,Motherwell,England,No,49,53,63,43.66666667,50.8,53,75.2,62.4,43.66666667,44.66666667
13639,230179,Marlon Barninho,GK,130000,1,2000,193,88,Cuiab?,Brazil,No,,,,12.66666667,15.6,17.8,49,42,12.66666667,30.5
13640,230290,D?niro Prestes,ST,475000,1,2000,187,82,Cear? Sporting Club,Brazil,No,64,44,58,21.33333333,54.2,49.2,52.4,68.2,21.33333333,56
13641,230345,Raullino Meneses,CDMCB,425000,1,2000,174,74,Cuiab?,Brazil,No,43,58,54,64.33333333,53,49.8,61.8,56,64.33333333,53.5
13647,230921,Hwang Mun Ki,CAMCM,600000,1,1000,176,70,Gangwon FC,Korea Republic,No,54,61,66,44.66666667,52.4,61.2,67,58.6,44.66666667,50.83333333
13653,231503,B. Sambou,ST,600000,1,2000,184,75,Fortuna Sittard,Germany,Yes,58,47,63,24.66666667,52,49.6,70.4,65.2,24.66666667,53
13654,231570,S. Tapiero,CDM,350000,1,500,183,75,Sociedad Deportiva Aucas,Colombia,No,34,53,57,59.66666667,42.6,49.4,61.2,53.6,59.66666667,49.16666667
13660,232256,Han Pengfei,CB,375000,1,2000,190,80,Guangzhou City,China,No,51,53,57,59.33333333,51.4,48.4,57.2,66.2,59.33333333,54.5
13661,232291,S. Silva,STLM,325000,1,2000,181,74,AIK,Sweden,No,62,60,66,31.33333333,61.4,60.4,69,61.4,31.33333333,51
13662,232427,R. Aoki,LMRMCF,525000,1,1000,174,68,Hokkaido Consadole Sapporo,Japan,No,52,55,60,29.33333333,52,50.6,68.6,47.8,29.33333333,43.83333333
13663,232436,M. Sanoh,RMLM,450000,1,1000,174,62,CS Mioveni,Netherlands,No,54,51,62,31,53.8,50.8,70.6,61.6,31,47.33333333
13664,232449,K. Ishikawa,GK,325000,1,2000,185,83,Gamba Osaka,Japan,No,,,,11.33333333,10.8,13.8,36.6,39.8,11.33333333,18.33333333
13665,232474,T. Sasaki,CFCAMLM,800000,1,1000,166,59,Vegalta Sendai,Japan,No,60,58,67,33.33333333,52.8,58,78.8,62.4,33.33333333,48.16666667
13666,232481,K. Matsui,GK,45000,1,850,187,72,Cerezo Osaka,Japan,No,,,,12,11.2,12.8,35,34.8,12,22
13667,232507,R. Hironaga,GK,210000,1,1000,186,80,Vissel Kobe,Japan,No,,,,11.66666667,13,13.4,32,43.2,11.66666667,19.16666667
13669,232553,R. Matsuda,STCF,400000,1,2000,175,70,Cerezo Osaka,Japan,No,64,55,57,26,61.6,49.8,62.8,60.6,26,55
13670,232585,N. Sakai,STLMLB,400000,1,1000,179,82,Sagan Tosu,Japan,No,60,60,61,58,60.4,52.2,63.2,64.6,58,55.66666667
13671,232596,T. Imai,CBRB,325000,1,650,178,78,Western United FC,Japan,No,24,43,52,60.66666667,41.6,36.6,61.4,51.8,60.66666667,49.16666667
13672,232674,F. Ghazi,LB,425000,1,5000,176,76,Ettifaq FC,Saudi Arabia,No,26,48,57,61,38.2,47.6,67,50.4,61,46.16666667
13673,232718,Y. Takahashi,CMCDM,130000,1,750,170,67,Sagan Tosu,Japan,No,56,56,62,62,50,49.4,58.2,71,62,58
13674,232746,Park Jeong Su,CB,425000,1,1000,188,75,Seongnam FC,Korea Republic,No,32,47,54,56.33333333,42.2,45.8,56.4,53.4,56.33333333,50.5
13675,232915,D. Ishizu,LMRM,325000,1,1000,173,70,Avispa Fukuoka,Japan,No,63,55,65,13.66666667,62.6,55.4,68,70.6,13.66666667,39.83333333
