,sofifa_id,short_name,overall,player_positions,value_eur,league_level,wage_eur,height_cm,weight_kg,player_face_url,club_name,nationality_name,real_face,shooting,passing,dribbling,defending,attacking,skill,movement,power,defending,mentality
13951,248474,T. Anjorin,62,"CAM, CM",1000000.0,1.0,5000.0,186,74,https://cdn.sofifa.net/players/248/474/22_120.png,FC Lokomotiv Moscow,England,No,57.0,60.0,62.0,47.333333333333336,54.8,57.2,62.2,60.0,47.333333333333336,52.333333333333336
13952,248478,D. Ramaj,62,GK,825000.0,1.0,1000.0,186,80,https://cdn.sofifa.net/players/248/478/22_120.png,Eintracht Frankfurt,Germany,No,,,,9.333333333333334,11.8,14.8,31.0,38.0,9.333333333333334,19.166666666666668
13956,248858,T. Fayulu,62,GK,850000.0,1.0,2000.0,192,84,https://cdn.sofifa.net/players/248/858/22_120.png,FC Sion,Switzerland,No,,,,10.666666666666666,12.6,14.0,31.4,31.4,10.666666666666666,18.5
13968,251151,S. Kavrazlı,62,"ST, CAM",950000.0,1.0,3000.0,178,70,https://cdn.sofifa.net/players/251/151/22_120.png,Trabzonspor,Turkey,No,63.0,50.0,61.0,16.333333333333332,58.2,52.2,63.6,60.6,16.333333333333332,46.5
13971,251293,L. Dehl,62,"CAM, CDM",850000.0,1.0,3000.0,179,76,https://cdn.sofifa.net/players/251/293/22_120.png,1. FC Union Berlin,Germany,No,56.0,59.0,64.0,46.0,54.0,57.8,63.0,53.2,46.0,50.333333333333336
13975,251358,F. Bainović,62,CDM,475000.0,1.0,1000.0,178,76,https://cdn.sofifa.net/players/251/358/22_120.png,Górnik Zabrze,Serbia,No,43.0,57.0,55.0,58.666666666666664,45.8,55.2,58.2,61.4,58.666666666666664,54.0
13976,251359,P. Krawczyk,62,ST,500000.0,1.0,2000.0,187,78,https://cdn.sofifa.net/players/251/359/22_120.png,Górnik Zabrze,Poland,No,59.0,45.0,59.0,17.666666666666668,53.6,42.8,63.0,61.0,17.666666666666668,47.0
13977,251367,K. Skibicki,62,"RM, RB",1000000.0,1.0,1000.0,175,66,https://cdn.sofifa.net/players/251/367/22_120.png,Legia Warszawa,Poland,No,51.0,58.0,60.0,50.666666666666664,51.6,54.2,73.0,48.0,50.666666666666664,52.666666666666664
13980,251494,B. Bida,62,"LM, RM",950000.0,1.0,1000.0,175,66,https://cdn.sofifa.net/players/251/494/22_120.png,Jagiellonia Białystok,Poland,No,62.0,54.0,60.0,16.333333333333332,54.8,46.4,75.2,56.6,16.333333333333332,49.833333333333336
13990,251816,F. Honda,62,"LM, CM",950000.0,1.0,750.0,170,64,https://cdn.sofifa.net/players/251/816/22_120.png,Sagan Tosu,Japan,No,47.0,61.0,62.0,45.333333333333336,48.2,55.6,68.0,56.2,45.333333333333336,53.0
13991,251870,J. Cabal,62,LB,825000.0,1.0,500.0,185,77,https://cdn.sofifa.net/players/251/870/22_120.png,Atlético Nacional,Colombia,No,30.0,45.0,58.0,59.0,45.4,42.0,67.6,48.8,59.0,46.166666666666664
13993,251902,F. Ángel,62,"CM, CDM",950000.0,1.0,500.0,172,63,https://cdn.sofifa.net/players/251/902/22_120.png,Junior FC,Colombia,No,57.0,57.0,61.0,65.0,51.0,55.2,59.6,54.2,65.0,53.833333333333336
13996,252080,Rúben Ramos,62,"CDM, RB",850000.0,1.0,2000.0,190,70,https://cdn.sofifa.net/players/252/080/22_120.png,Moreirense FC,Portugal,No,42.0,53.0,56.0,61.666666666666664,47.6,51.6,55.6,59.8,61.666666666666664,51.166666666666664
13999,252219,D. Szelągowski,62,"CF, RM, ST",925000.0,1.0,800.0,176,70,https://cdn.sofifa.net/players/252/219/22_120.png,Raków Częstochowa,Poland,No,54.0,54.0,67.0,14.0,52.2,52.6,77.8,58.6,14.0,46.5
14000,252277,Park Dae Won,62,"CB, LB",825000.0,1.0,1000.0,178,76,https://cdn.sofifa.net/players/252/277/22_120.png,Suwon Samsung Bluewings,Korea Republic,No,46.0,58.0,60.0,61.666666666666664,50.6,57.0,69.4,64.8,61.666666666666664,56.666666666666664
14001,252278,Kim Ju Kong,62,"ST, LW",550000.0,1.0,1000.0,180,73,https://cdn.sofifa.net/players/252/278/22_120.png,GwangJu FC,Korea Republic,No,60.0,55.0,64.0,32.666666666666664,57.8,58.4,67.6,61.8,32.666666666666664,53.333333333333336
14002,252285,A. Méndez,62,CAM,950000.0,1.0,900.0,178,70,https://cdn.sofifa.net/players/252/285/22_120.png,FC Vizela,United States,No,46.0,66.0,64.0,48.666666666666664,54.2,64.6,61.4,51.0,48.666666666666664,54.333333333333336
14006,252470,Matchoi Djaló,62,"RW, LW",925000.0,1.0,900.0,175,68,https://cdn.sofifa.net/players/252/470/22_120.png,FC Paços de Ferreira,Portugal,No,51.0,57.0,65.0,32.333333333333336,53.0,59.6,76.0,50.0,32.333333333333336,50.0
14007,252471,A. Ibrahim,62,"CDM, CM",825000.0,1.0,2000.0,171,65,https://cdn.sofifa.net/players/252/471/22_120.png,FC Paços de Ferreira,Nigeria,No,45.0,55.0,60.0,61.0,51.6,51.8,67.4,57.6,61.0,56.333333333333336
14008,252506,K. Smoliński,62,CM,950000.0,1.0,1000.0,174,62,https://cdn.sofifa.net/players/252/506/22_120.png,Pogoń Szczecin,Poland,No,52.0,60.0,64.0,58.333333333333336,52.4,55.0,65.8,59.2,58.333333333333336,56.166666666666664
14009,252507,M. Żurawski,62,"CAM, CM",950000.0,1.0,1000.0,184,77,https://cdn.sofifa.net/players/252/507/22_120.png,Pogoń Szczecin,Poland,No,52.0,60.0,62.0,49.666666666666664,51.8,56.2,69.4,61.4,49.666666666666664,54.333333333333336
14011,252697,J. Kadiri,62,ST,975000.0,1.0,850.0,182,78,https://cdn.sofifa.net/players/252/697/22_120.png,Strømsgodset IF,Nigeria,No,62.0,38.0,54.0,15.333333333333334,49.4,41.2,70.2,67.0,15.333333333333334,44.333333333333336
14012,252715,R. Sila,62,"ST, LW",575000.0,1.0,2000.0,185,78,https://cdn.sofifa.net/players/252/715/22_120.png,FC Botoşani,France,No,61.0,53.0,62.0,25.0,55.6,54.6,65.4,60.8,25.0,48.5
14014,252785,A. Álvarez,62,RB,850000.0,1.0,1000.0,175,65,https://cdn.sofifa.net/players/252/785/22_120.png,Godoy Cruz,Argentina,No,38.0,50.0,63.0,58.666666666666664,45.6,52.0,69.4,51.6,58.666666666666664,48.833333333333336
14016,252922,Tòfol Montiel,62,CAM,975000.0,1.0,6000.0,178,64,https://cdn.sofifa.net/players/252/922/22_120.png,Fiorentina,Spain,No,58.0,58.0,67.0,41.333333333333336,52.0,60.4,66.0,56.2,41.333333333333336,51.0
14017,253010,A. Sher,62,CM,925000.0,1.0,1000.0,175,65,https://cdn.sofifa.net/players/253/010/22_120.png,Spezia,Sweden,No,45.0,58.0,68.0,48.666666666666664,44.8,56.0,71.8,56.2,48.666666666666664,59.833333333333336
14018,253095,R. Devine,62,"LWB, LB, CB",1000000.0,1.0,8000.0,185,70,https://cdn.sofifa.net/players/253/095/22_120.png,St. Johnstone FC,England,No,40.0,55.0,60.0,59.666666666666664,47.2,53.0,64.2,56.0,59.666666666666664,53.333333333333336
14019,253098,F. Hernandez,62,CM,875000.0,1.0,1000.0,170,61,https://cdn.sofifa.net/players/253/098/22_120.png,Sporting Kansas City,United States,No,58.0,59.0,63.0,53.333333333333336,49.6,60.0,69.6,60.2,53.333333333333336,54.833333333333336
14022,253380,L. van der Gaag,62,CB,800000.0,1.0,700.0,190,67,https://cdn.sofifa.net/players/253/380/22_120.png,Belenenses SAD,Netherlands,No,30.0,41.0,45.0,63.0,40.2,38.0,44.0,49.8,63.0,48.0
14023,253384,C. Ibañez,62,LB,850000.0,1.0,2000.0,179,75,https://cdn.sofifa.net/players/253/384/22_120.png,Club Atlético Huracán,Argentina,No,27.0,48.0,56.0,61.0,42.0,48.0,63.8,48.2,61.0,50.666666666666664
14025,253442,F. de Keijzer,62,GK,775000.0,1.0,1000.0,193,83,https://cdn.sofifa.net/players/253/442/22_120.png,FC Utrecht,Netherlands,No,,,,11.666666666666666,12.8,13.2,35.8,35.2,11.666666666666666,19.166666666666668
14027,253464,M. Højholt,62,"CM, CDM",875000.0,1.0,2000.0,182,65,https://cdn.sofifa.net/players/253/464/22_120.png,Aalborg BK,Denmark,No,44.0,56.0,65.0,62.666666666666664,45.8,53.4,64.0,57.6,62.666666666666664,57.166666666666664
14028,253491,M. Ibrahimoglu,62,CM,875000.0,1.0,1000.0,175,66,https://cdn.sofifa.net/players/253/491/22_120.png,Heracles Almelo,Turkey,No,51.0,59.0,68.0,45.333333333333336,48.8,59.0,68.8,55.2,45.333333333333336,54.333333333333336
14032,253662,K. Okuno,62,"CDM, CM, RB",850000.0,1.0,2000.0,174,63,https://cdn.sofifa.net/players/253/662/22_120.png,Gamba Osaka,Japan,No,52.0,59.0,64.0,60.0,53.6,56.2,68.2,60.0,60.0,53.0
14036,253797,O. Zapata,62,CB,275000.0,1.0,500.0,186,82,https://cdn.sofifa.net/players/253/797/22_120.png,Aragua Fútbol Club,Colombia,No,36.0,46.0,44.0,60.333333333333336,42.4,39.6,50.6,55.4,60.333333333333336,55.333333333333336
14038,253861,M. Ferreira,62,"LB, CB",350000.0,1.0,500.0,179,76,https://cdn.sofifa.net/players/253/861/22_120.png,Cerro Largo Fútbol Club,Uruguay,No,45.0,53.0,56.0,56.333333333333336,52.4,50.2,65.8,58.0,56.333333333333336,52.333333333333336
14042,254085,F. Casanova,62,GK,475000.0,1.0,500.0,193,78,https://cdn.sofifa.net/players/254/085/22_120.png,Centro Atlético Fénix,Uruguay,No,,,,10.666666666666666,13.0,15.4,32.0,29.4,10.666666666666666,16.166666666666668
14046,254290,S. Theler,62,"RB, LB, LM",1000000.0,1.0,3000.0,175,75,https://cdn.sofifa.net/players/254/290/22_120.png,FC Sion,Switzerland,No,38.0,53.0,60.0,59.333333333333336,49.2,48.6,66.2,57.0,59.333333333333336,51.0
14047,254309,J. Nilsson,62,"RWB, RM",425000.0,1.0,750.0,180,75,https://cdn.sofifa.net/players/254/309/22_120.png,Mjällby AIF,Sweden,No,49.0,57.0,59.0,56.0,49.4,51.0,63.2,54.8,56.0,52.166666666666664
14051,254685,N. Boushal,62,RB,850000.0,1.0,3000.0,175,68,https://cdn.sofifa.net/players/254/685/22_120.png,Al Fateh,Saudi Arabia,No,33.0,47.0,56.0,60.0,41.6,46.6,68.6,59.8,60.0,53.0
14055,254834,K. Bangunagande,62,LB,900000.0,1.0,1000.0,174,74,https://cdn.sofifa.net/players/254/834/22_120.png,FC Tokyo,Japan,No,36.0,57.0,62.0,57.666666666666664,46.0,48.4,68.4,63.8,57.666666666666664,49.666666666666664
14056,254876,S. Yoshida,62,GK,475000.0,1.0,600.0,184,83,https://cdn.sofifa.net/players/254/876/22_120.png,Oita Trinita,Japan,No,,,,11.0,11.2,13.2,40.6,40.4,11.0,22.5
14057,254964,M. Palomino,62,"CAM, CM",950000.0,1.0,1000.0,178,67,https://cdn.sofifa.net/players/254/964/22_120.png,Houston Dynamo,United States,No,52.0,58.0,69.0,35.0,47.2,60.8,67.2,49.6,35.0,51.666666666666664
14058,254980,Seol Young Woo,62,"LB, LM",850000.0,1.0,2000.0,180,72,https://cdn.sofifa.net/players/254/980/22_120.png,Ulsan Hyundai FC,Korea Republic,No,44.0,55.0,63.0,57.666666666666664,44.2,53.6,67.4,59.2,57.666666666666664,52.333333333333336
14059,255063,A. Barboza,62,"CB, CDM",450000.0,1.0,500.0,179,79,https://cdn.sofifa.net/players/255/063/22_120.png,Centro Atlético Fénix,Uruguay,No,35.0,51.0,48.0,61.666666666666664,44.2,45.0,52.6,55.2,61.666666666666664,51.666666666666664
14062,255114,Tomás Castro,62,"CAM, CM",900000.0,1.0,1000.0,181,74,https://cdn.sofifa.net/players/255/114/22_120.png,Belenenses SAD,Portugal,No,58.0,63.0,64.0,38.0,53.6,64.0,63.4,52.2,38.0,56.833333333333336
14063,255115,J. Rivas,62,RB,975000.0,1.0,700.0,171,68,https://cdn.sofifa.net/players/255/115/22_120.png,Club Universidad Nacional,Mexico,No,32.0,42.0,56.0,63.333333333333336,42.6,41.2,65.8,43.4,63.333333333333336,47.666666666666664
14065,255145,A. Morris,62,"CDM, CM",800000.0,1.0,750.0,178,72,https://cdn.sofifa.net/players/255/145/22_120.png,Columbus Crew,United States,No,50.0,53.0,60.0,64.33333333333333,48.0,55.0,67.2,61.2,64.33333333333333,57.5
14066,255150,N. Nkounkou,62,LB,1000000.0,1.0,8000.0,180,78,https://cdn.sofifa.net/players/255/150/22_120.png,Standard de Liège,France,Yes,41.0,52.0,61.0,55.666666666666664,47.8,46.0,70.4,58.2,55.666666666666664,47.0
14067,255226,M. Hosoya,62,ST,875000.0,1.0,1000.0,177,69,https://cdn.sofifa.net/players/255/226/22_120.png,Kashiwa Reysol,Japan,No,61.0,42.0,64.0,23.333333333333332,51.8,49.8,68.0,58.6,23.333333333333332,44.166666666666664
14068,255236,M. Bakker,62,GK,850000.0,1.0,1000.0,188,83,https://cdn.sofifa.net/players/255/236/22_120.png,AZ Alkmaar,Netherlands,No,,,,10.0,13.8,15.8,38.2,36.4,10.0,20.666666666666668
14069,255242,E. Sierra,62,CAM,950000.0,1.0,950.0,170,63,https://cdn.sofifa.net/players/255/242/22_120.png,Heracles Almelo,Belgium,No,54.0,57.0,67.0,51.0,47.6,60.0,71.2,53.2,51.0,48.5
14070,255349,J. Sosa,62,"CB, LB",875000.0,1.0,500.0,183,73,https://cdn.sofifa.net/players/255/349/22_120.png,Club Atlético Rentistas,Uruguay,No,28.0,52.0,56.0,64.0,41.4,52.4,53.8,53.4,64.0,48.166666666666664
14071,255389,B. Díaz,62,GK,775000.0,1.0,2000.0,187,83,https://cdn.sofifa.net/players/255/389/22_120.png,Club Tijuana,United States,No,,,,11.666666666666666,14.2,13.4,30.2,41.0,11.666666666666666,20.833333333333332
14072,255393,Mario Rodríguez,62,"LM, RM",625000.0,1.0,800.0,176,65,https://cdn.sofifa.net/players/255/393/22_120.png,Warta Poznań,Spain,No,53.0,55.0,65.0,20.0,50.2,51.6,70.8,52.2,20.0,46.333333333333336
14073,255414,D. Seger,62,"RM, ST",650000.0,1.0,850.0,179,71,https://cdn.sofifa.net/players/255/414/22_120.png,Örebro SK,Sweden,No,55.0,59.0,62.0,42.0,50.8,57.0,65.6,55.4,42.0,50.666666666666664
14076,255453,J. Cruz,62,ST,900000.0,1.0,2000.0,184,71,https://cdn.sofifa.net/players/255/453/22_120.png,Club Atlético Banfield,Argentina,No,63.0,42.0,57.0,23.333333333333332,53.6,45.8,59.6,62.2,23.333333333333332,46.333333333333336
14080,255527,T. Takamine,62,"CM, CDM, CB",600000.0,1.0,1000.0,177,74,https://cdn.sofifa.net/players/255/527/22_120.png,Hokkaido Consadole Sapporo,Japan,No,54.0,59.0,63.0,60.333333333333336,50.2,58.0,62.0,63.6,60.333333333333336,58.833333333333336
14081,255588,R. Yasunaga,62,"CDM, CM",825000.0,1.0,650.0,177,72,https://cdn.sofifa.net/players/255/588/22_120.png,Yokohama FC,Japan,No,44.0,61.0,66.0,56.333333333333336,51.0,55.0,68.8,57.4,56.333333333333336,53.0
14083,255705,J. Birkfeldt,62,CB,525000.0,1.0,700.0,183,79,https://cdn.sofifa.net/players/255/705/22_120.png,Varbergs BoIS FC,Sweden,No,28.0,41.0,45.0,61.0,38.0,37.8,57.6,53.4,61.0,45.166666666666664
14085,255851,K. Tachi,62,CB,750000.0,1.0,800.0,173,73,https://cdn.sofifa.net/players/255/851/22_120.png,Shonan Bellmare,Japan,No,27.0,48.0,54.0,62.0,40.6,44.0,68.6,51.8,62.0,45.166666666666664
14090,256018,Miguel Berry,62,ST,625000.0,1.0,2000.0,190,82,https://cdn.sofifa.net/players/256/018/22_120.png,Columbus Crew,Spain,No,61.0,45.0,61.0,23.0,53.0,47.8,57.0,63.6,23.0,51.5
14091,256049,Carrasco,62,"RB, RM",850000.0,1.0,4000.0,171,61,https://cdn.sofifa.net/players/256/049/22_120.png,Cádiz CF,Spain,No,38.0,53.0,63.0,60.333333333333336,47.8,53.4,68.6,47.4,60.333333333333336,54.166666666666664
14092,256050,M. Correa,62,GK,775000.0,1.0,500.0,187,87,https://cdn.sofifa.net/players/256/050/22_120.png,Club Atlético Peñarol,Uruguay,No,,,,12.666666666666666,14.8,13.0,35.2,37.2,12.666666666666666,22.166666666666668
14093,256051,M. Nuñez,62,"CM, RB",975000.0,1.0,2000.0,173,73,https://cdn.sofifa.net/players/256/051/22_120.png,Universidad Católica,Chile,No,54.0,61.0,65.0,45.333333333333336,49.2,61.8,63.6,59.6,45.333333333333336,53.333333333333336
14094,256053,J. Pulskamp,62,GK,850000.0,1.0,750.0,188,86,https://cdn.sofifa.net/players/256/053/22_120.png,Sporting Kansas City,United States,No,,,,12.333333333333334,13.6,14.6,34.4,38.6,12.333333333333334,20.166666666666668
14098,256453,A. Sarr,62,"RM, ST",950000.0,1.0,1000.0,188,83,https://cdn.sofifa.net/players/256/453/22_120.png,Mjällby AIF,Sweden,No,56.0,52.0,64.0,20.0,52.6,52.8,71.4,60.0,20.0,47.166666666666664
14099,256460,T. Maciejewski,62,"RW, CAM, LM",950000.0,1.0,5000.0,184,67,https://cdn.sofifa.net/players/256/460/22_120.png,SK Austria Klagenfurt,Germany,No,60.0,54.0,65.0,26.333333333333332,54.4,52.0,73.2,56.4,26.333333333333332,45.333333333333336
14101,256527,O. Ndong,62,"CB, CDM",575000.0,1.0,2000.0,192,85,https://cdn.sofifa.net/players/256/527/22_120.png,Club Atlético Lanús,Senegal,No,30.0,45.0,45.0,61.0,39.6,40.4,49.0,56.8,61.0,46.5
14102,256564,T. Lemperle,62,"RM, RW, LM",1000000.0,1.0,3000.0,187,80,https://cdn.sofifa.net/players/256/564/22_120.png,1. FC Köln,Germany,No,59.0,56.0,65.0,31.0,55.4,57.2,59.6,53.8,31.0,45.333333333333336
14107,256753,S. Tanaka,62,"CB, CDM, CM",875000.0,1.0,500.0,174,70,https://cdn.sofifa.net/players/256/753/22_120.png,Shonan Bellmare,Japan,No,51.0,57.0,63.0,61.333333333333336,52.4,51.8,68.6,56.0,61.333333333333336,54.333333333333336
14108,256770,K. Kurt,62,RB,825000.0,1.0,2000.0,174,69,https://cdn.sofifa.net/players/256/770/22_120.png,Borussia Mönchengladbach,Germany,No,45.0,57.0,65.0,60.0,52.4,57.4,70.4,50.0,60.0,51.5
14109,256854,W. Omari,62,"CB, CDM",825000.0,1.0,5000.0,185,78,https://cdn.sofifa.net/players/256/854/22_120.png,Stade Rennais FC,France,No,33.0,46.0,50.0,61.666666666666664,42.8,44.2,53.4,57.2,61.666666666666664,47.833333333333336
14110,256887,T. Booth,62,"CM, RW",950000.0,1.0,8000.0,174,66,https://cdn.sofifa.net/players/256/887/22_120.png,FC Bayern München,United States,No,59.0,61.0,67.0,43.666666666666664,53.8,62.2,68.8,57.8,43.666666666666664,51.666666666666664
14116,257067,Z. McGraw,62,CB,750000.0,1.0,1000.0,193,93,https://cdn.sofifa.net/players/257/067/22_120.png,Portland Timbers,United States,No,41.0,58.0,51.0,61.0,49.6,47.8,55.2,60.0,61.0,50.166666666666664
14119,257093,D. Vekemans,62,"LM, CM",900000.0,1.0,2000.0,180,75,https://cdn.sofifa.net/players/257/093/22_120.png,Oud-Heverlee Leuven,Belgium,No,60.0,57.0,61.0,34.666666666666664,60.4,51.6,69.2,62.8,34.666666666666664,46.833333333333336
14121,257153,A. Hausch,62,"LW, ST",1000000.0,1.0,1000.0,175,65,https://cdn.sofifa.net/players/257/153/22_120.png,San Lorenzo de Almagro,Argentina,No,59.0,51.0,63.0,27.333333333333332,54.6,52.4,71.6,48.2,27.333333333333332,48.0
14128,257350,J. Flere,62,GK,675000.0,1.0,3000.0,182,68,https://cdn.sofifa.net/players/257/350/22_120.png,Cádiz CF,Argentina,No,,,,10.666666666666666,13.0,15.0,36.8,38.2,10.666666666666666,18.333333333333332
14130,257512,E. Montejano,62,ST,1000000.0,1.0,2000.0,175,74,https://cdn.sofifa.net/players/257/512/22_120.png,Club Universidad Nacional,Mexico,No,63.0,50.0,59.0,20.666666666666668,57.4,47.6,59.4,61.0,20.666666666666668,46.833333333333336
14137,257914,J. Kersken,62,GK,750000.0,1.0,2000.0,190,88,https://cdn.sofifa.net/players/257/914/22_120.png,Borussia Mönchengladbach,Germany,No,,,,11.0,13.4,16.2,30.6,32.2,11.0,21.833333333333332
14142,258085,E. Dos Santos Haesler,62,GK,775000.0,1.0,1000.0,196,85,https://cdn.sofifa.net/players/258/085/22_120.png,FC Nordsjælland,Germany,No,,,,8.666666666666666,14.8,17.2,33.8,36.0,8.666666666666666,22.833333333333332
14143,258146,M. Rundić,62,CB,325000.0,1.0,2000.0,188,80,https://cdn.sofifa.net/players/258/146/22_120.png,Raków Częstochowa,Serbia,No,30.0,39.0,43.0,62.333333333333336,35.0,34.8,52.0,57.6,62.333333333333336,48.5
14145,258227,C. Montes,62,LW,950000.0,1.0,2000.0,170,65,https://cdn.sofifa.net/players/258/227/22_120.png,Universidad Católica,Chile,No,58.0,51.0,65.0,19.666666666666668,51.2,51.0,70.2,54.8,19.666666666666668,47.666666666666664
14146,258283,J. Pacchini,62,CDM,850000.0,1.0,2000.0,166,67,https://cdn.sofifa.net/players/258/283/22_120.png,Club Atlético Independiente,Argentina,No,37.0,56.0,58.0,63.333333333333336,48.0,50.4,64.2,54.4,63.333333333333336,55.166666666666664
14148,258352,A. Gülay,62,LB,875000.0,1.0,2000.0,174,70,https://cdn.sofifa.net/players/258/352/22_120.png,Aytemiz Alanyaspor,Turkey,No,41.0,55.0,61.0,56.666666666666664,50.2,53.4,63.4,52.8,56.666666666666664,53.5
14149,258360,Júlio Romão,62,"CDM, CM",575000.0,1.0,1000.0,193,88,https://cdn.sofifa.net/players/258/360/22_120.png,Santa Clara,Brazil,No,41.0,55.0,57.0,61.0,48.6,53.4,56.4,60.4,61.0,50.166666666666664
14150,258396,C. Özkacar,62,CB,900000.0,1.0,6000.0,190,90,https://cdn.sofifa.net/players/258/396/22_120.png,Oud-Heverlee Leuven,Turkey,No,30.0,49.0,52.0,58.666666666666664,39.6,45.8,48.6,54.8,58.666666666666664,54.333333333333336
14157,258519,A. El Moukhantir,62,"RM, CAM",625000.0,1.0,3000.0,172,65,https://cdn.sofifa.net/players/258/519/22_120.png,FK Austria Wien,Germany,No,57.0,61.0,64.0,45.333333333333336,54.4,59.8,70.6,60.4,45.333333333333336,52.5
14162,258691,K. Gruszkowski,62,RB,925000.0,1.0,1000.0,183,74,https://cdn.sofifa.net/players/258/691/22_120.png,Wisła Kraków,Poland,No,37.0,51.0,57.0,56.666666666666664,47.8,46.4,65.2,50.2,56.666666666666664,49.0
14165,258804,P. Ortiz,62,"CB, LB",925000.0,1.0,600.0,190,70,https://cdn.sofifa.net/players/258/804/22_120.png,América de Cali,Colombia,No,24.0,38.0,47.0,62.666666666666664,38.0,34.4,67.6,48.6,62.666666666666664,43.333333333333336
14166,258815,S. Damiani,62,"CDM, CM",825000.0,1.0,6000.0,178,73,https://cdn.sofifa.net/players/258/815/22_120.png,Empoli,Italy,No,48.0,61.0,61.0,60.333333333333336,51.2,59.0,62.8,56.0,60.333333333333336,56.333333333333336
14169,258867,V. Ingimundarson,62,"LW, RW",900000.0,1.0,1000.0,181,70,https://cdn.sofifa.net/players/258/867/22_120.png,Strømsgodset IF,Iceland,No,57.0,52.0,63.0,31.666666666666668,51.4,55.0,67.2,53.6,31.666666666666668,48.666666666666664
14171,258870,C. Staring,62,"CB, CDM",900000.0,1.0,1000.0,186,75,https://cdn.sofifa.net/players/258/870/22_120.png,FC Twente,Netherlands,No,43.0,54.0,54.0,63.0,48.4,50.4,63.6,55.6,63.0,53.666666666666664
14172,258895,C. Herrmann,62,ST,975000.0,1.0,2000.0,190,83,https://cdn.sofifa.net/players/258/895/22_120.png,KV Kortrijk,Germany,No,62.0,49.0,55.0,28.666666666666668,56.2,50.2,58.0,62.4,28.666666666666668,52.166666666666664
14173,258919,M. Mosquera,62,CB,900000.0,1.0,1000.0,187,79,https://cdn.sofifa.net/players/258/919/22_120.png,Clube Sport Marítimo,Colombia,No,40.0,47.0,45.0,60.666666666666664,45.8,41.8,46.6,56.0,60.666666666666664,51.5
14176,259018,Diogo Silva,62,CB,500000.0,1.0,2000.0,188,83,https://cdn.sofifa.net/players/259/018/22_120.png,Gil Vicente FC,Brazil,No,33.0,38.0,50.0,63.333333333333336,38.6,38.8,59.0,52.0,63.333333333333336,45.666666666666664
14184,259314,Pere Joan,62,GK,900000.0,1.0,1000.0,188,83,https://cdn.sofifa.net/players/259/314/22_120.png,RCD Mallorca,Spain,No,,,,9.666666666666666,12.0,15.0,57.6,50.8,9.666666666666666,22.333333333333332
14185,259401,S. Lagsir,62,"LW, CAM",1000000.0,1.0,900.0,178,73,https://cdn.sofifa.net/players/259/401/22_120.png,PEC Zwolle,Netherlands,No,54.0,54.0,69.0,47.0,52.0,60.0,70.8,53.2,47.0,50.0
14186,259403,J. Ideho,62,"LM, RM, CF",900000.0,1.0,2000.0,180,70,https://cdn.sofifa.net/players/259/403/22_120.png,Arsenal,Netherlands,No,49.0,56.0,65.0,38.0,51.6,54.8,70.4,51.0,38.0,46.166666666666664
14187,259524,Aitor Paredes,62,CB,825000.0,1.0,3000.0,186,76,https://cdn.sofifa.net/players/259/524/22_120.png,Athletic Club de Bilbao,Spain,No,25.0,38.0,47.0,62.333333333333336,36.4,36.8,55.8,53.4,62.333333333333336,43.166666666666664
14189,259530,Alfonso Pastor,62,GK,750000.0,1.0,2000.0,190,80,https://cdn.sofifa.net/players/259/530/22_120.png,Sevilla FC,Spain,No,,,,10.0,11.8,15.2,27.8,34.4,10.0,17.166666666666668
14190,259537,M. Coronel,62,"ST, CAM",900000.0,1.0,2000.0,172,70,https://cdn.sofifa.net/players/259/537/22_120.png,Argentinos Juniors,Argentina,No,59.0,51.0,63.0,33.333333333333336,55.8,52.6,68.0,59.4,33.333333333333336,48.0
14191,259581,Sergio Barcia,62,"CB, RB",900000.0,1.0,3000.0,186,76,https://cdn.sofifa.net/players/259/581/22_120.png,Granada CF,Spain,No,32.0,47.0,53.0,62.666666666666664,45.4,42.4,60.6,53.4,62.666666666666664,48.333333333333336
14197,259641,F. Pérez,62,"LM, LWB, CF",950000.0,1.0,500.0,169,67,https://cdn.sofifa.net/players/259/641/22_120.png,Club Atlético Rentistas,Uruguay,No,58.0,55.0,61.0,44.666666666666664,54.2,59.0,73.2,63.6,44.666666666666664,49.833333333333336
14200,259683,M. Brasil,62,"CB, RB",825000.0,1.0,500.0,180,72,https://cdn.sofifa.net/players/259/683/22_120.png,Cerro Largo Fútbol Club,Uruguay,No,24.0,39.0,46.0,60.666666666666664,37.6,35.0,58.6,47.0,60.666666666666664,42.333333333333336
14207,259807,D. Agrón,62,CB,825000.0,1.0,500.0,184,74,https://cdn.sofifa.net/players/259/807/22_120.png,La Equidad,Colombia,No,25.0,39.0,43.0,60.333333333333336,39.0,34.4,57.8,49.8,60.333333333333336,45.0
14212,259995,S. Kroon,62,RM,625000.0,1.0,850.0,186,80,https://cdn.sofifa.net/players/259/995/22_120.png,Halmstads BK,Sweden,No,58.0,55.0,61.0,27.666666666666668,51.8,54.2,63.8,57.8,27.666666666666668,53.833333333333336
14216,260076,P. Koopmeiners,62,"CDM, CM, CB",850000.0,1.0,1000.0,186,79,https://cdn.sofifa.net/players/260/076/22_120.png,AZ Alkmaar,Netherlands,No,41.0,60.0,58.0,61.0,49.2,56.4,58.6,58.2,61.0,52.833333333333336
